PersonID	FirstName	FamilyName	Title	Sex	YoB	YoD	BuildingType	BuildingName	BuildingDescr	Location	County	Cost	BuiltDate	InternetLink	Ownership
2146645357	John	Pearse		M	1760.0	1836.0	Country house	Chilton Lodge, Berkshire	Country house, built for John Pearse c. 1800 by Sir William Pilkington. Pearse had commissioned and built an earlier house by Sir John Soane 1789-1793 which he demolished on completion of the new house.	Chilton, Hungerford	Berkshire		1800.0	http://www.hungerfordvirtualmuseum.co.uk/index.php/24-places/great-estates/468-chilton-lodge	Private owners
926	John Proctor	Anderdon		M	1760.0	1846.0	Country house	Farley Hall		Farley Hill, Reading	Berkshire				Viscount Bearsted
2146638147	Thomas	Gordon		M	1760.0	1855.0	Country house	Middleton Court	'Middleton Court, so called by 1807, was built probably for Thomas Gordon, formerly of Melton Mowbray (Leics.), on the site of an earlier farm. It has a symmetrical five-bayed front with a steep pediment, the stone doorcase having an ogee head. Alterations were made in 1855 by Sir Walter Trevelyan, when stables and farm buildings were probably added.' [Victoria County History, Somerset Vol. 5 'Huish Champflower' pp. 81-88].	Huish Champflower	Somerset		1807.0	http://www.british-history.ac.uk/vch/som/vol5/pp81-88	
27785	Crawford	Davison		M	1760.0	1836.0	Country house	Pierrepont Lodge			Surrey				
2146645357	John	Pearse		M	1760.0	1836.0	Gardens	Chilton Lodge, Berkshire	Probable commission of Humphry Repton c. 1801 by 'John Pearce' at Chilton Lodge. The documentary evidence is classed as inconclusive in the Gazetteer of Repton's work by Stephen Daniels and John Phibbs.		Berkshire				
2146638147	Thomas	Gordon		M	1760.0	1855.0	Plaque	Memorial to Thomas Gordon and his wife Jane Charlotte	Plaque in Charmouth st Andrews Church erected by the nieces of Thomas (d. 21/03/1855) and Jane Charlotte Gordon (d. 31/01/1855).	Charmouth St Andrews Church	Dorset			https://www.freshford.com/Gordon.htm	
27785	Crawford	Davison		M	1760.0	1836.0	Plaque	St Mary's Church		Frensham	Surrey				
17508	Joseph	Timperon		M	1762.0	1846.0	Church	Christ Church, St Albans	Romanesque church, bought by Isabella Worley when incomplete and redenominated as an Anglican church (from the intended Catholic use). Isabella Worley spent £8591 12s completing the church, vicarage and school in 1856: the church was consecrated in 1859. It was replaced in 1980 and converted to commercial use.	Verulam Road, St Albans	Hertfordshire			www.ccstalbans.org.uk/index.php/our-history.php?file=tl_files/documentsmisc/	
24325	William	Burnett		M	1762.0	1839.0	Country house	Banchory Lodge	In the early 1800s, William Burnett incorporated the old Coble Inn into a new mansion house which he named Banchory Lodge.	Dee Street, Banchory	Aberdeenshire				
42424	John	Tobin	Sir	M	1762.0	1851.0	Country house	Liscard Hall		Wallasey	Lancashire		1835.0	#http://icliverpool.icnetwork.co.uk/0100news/0100regionalnews/tm_headline=fire-forces-demolition-of-historic-liscard-hall&method=full&objectid=21302437&siteid=50061-name_page.html#	
42424	John	Tobin	Sir	M	1762.0	1851.0	Country house	Liscard House	Built c. 1833 by Sir John Tobin for his son on land he acquired in the Wirral. Two years later he built Liscard Hall for himself [Stephanie Barczewski, Country Houses and the British Empire, 1700-1930 p. 28].	The Wirral, Liverpool	Cheshire		1833.0		
17508	Joseph	Timperon		M	1762.0	1846.0	Country house	New Barnes House	Country house purchased by Joseph Timperon c. 1810 and greatly extended by him. Sold after the death of Timperon's daughter Isabella Charlotte Worley in 1833. Now the Sopwell House Hotel	St Albans	Hertfordshire			http://www.stalbanshistory.org/page_id__601.aspx	
17508	Joseph	Timperon		M	1762.0	1846.0	Public Utility	Mrs Worley's Fountain	Drinking fountain in St Albans provided by Joseph Timperon's daughter Isabella Worley in 1872. Originally outside the Clock Tower, the fountain was late moved to Victoria Square.	St Albans	Hertfordshire			http://www.stalbanshistory.org/page_id__101.aspx	Council
24325	William	Burnett		M	1762.0	1839.0	Tower	Scolty Tower	Scotly Tower, near Banchory, apparently built in memory of William Burnett.	near Banchory	Aberdeenshire		1839.0		
8959	Andreas Christian	Boode		M	1763.0	1844.0	Country house	Lucknam Park	Late 17thC house now a hotel	Bath	Wiltshire			#http://www.lucknampark.co.uk/about/histroy.php#	Private - hotel
8590	Alexander	Cruikshank		M	1764.0	1846.0	Country house	Stracathro House	Palladian Scottish country house, Angus, built between 1824 and 1827.	Stracathro, Angus			1827.0		Private owners
1853282328	Simon	Haughton Clarke	Sir	M	1764.0	1832.0	Monument	Monument to Sir Simon Haughton Clarke	'An extraordinary gothic monument' to Sir Simon Haughton Clarke (d. 1832) in the churchyard of St Mary's Barnet.	St Mary's Barnet	Hertfordshire		1832.0	https://www.barnet.gov.uk/citizen-home/libraries/local-studies-and-archives/pocket-histories/barnet/church-farm-east-barnet.html	
19868	Abraham	Hodgson	Hon.	M	1765.0	1837.0	Country house	Bolesworth Castle	"According to his will made in 1833 Abraham Hodgson in order to provide for his two daughters had invested £20,000 on mortgage to George Walmsley secured on Bolesworth Castle and on £20,000 in 5 life assurance policies on Walmsley's life. Walmsley had Bolesworth Castle built (on the site of an earlier house) by William Cole between 1826 and c. 1831: he was obliged to sell it in the mid-1830s. Hodgson's mortgage was presumably facilitating finance or refinance in the building of Bolesworth. The current website for Bolesworth makes no mention of Walmsley's role as the builder of the Castle, focusing instead on the period of Barbour family ownership, <a href=""https://bolesworth.com/heritage-history/"">https://bolesworth.com/heritage-history/</a>."	Tattenhall	Cheshire			https://www.geni.com/projects/Bolesworth-Castle-Cheshire-England/26767	
40869	John	Cave		M	1765.0	1842.0	Country house	Brentry House		Brentry	Gloucestershire			#http://www.doaks.org/publications/doaks_online_publications/Bourgeois/Bourgch5.pdf#	Brentry Hospital NHS
2146641945	Robert Home	Gordon		M	1765.0	1826.0	Country house	Embo House, Dornoch, Highland	Country house, built c. 1790 by Robert Home Gordon on site of existing house of the Gordon family.	Embo, Dornoch, Highland			1790.0	http://www.britishlistedbuildings.co.uk/sc-608-embo-house-dornoch#.Vs2Y_ocbDUo	Private owners
4871	Dorothy Elizabeth	Boehm		F	1766.0	1842.0	Town house	16 St James's Square	Town house, now the East India Club, built by Edmund and Mrs Boehm on land bought from Thomas Anson in 1804.	16 St James's Square	Middlesex		1807.0	http://www.british-history.ac.uk/report.aspx?compid=40558	East India Club
2146644933	Henry	Brouncker		M	1767.0	1825.0	Country house	Boveridge House	Red-brick house built by William Evans of Wimborne  between 1788 and 1800 for Henry Brouncker, eldest son and co-heir of Henry Brouncker of St Christopher and Susanna nee Feuilleteau. Later extended and modified in 1888 by F.H.E. Brouncker. Until 2014 it was Boveridge House School.	Cranborne	Dorset		1800.0	http://www.historicengland.org.uk/listing/the-list/list-entry/1000711	Private owners
2146630925	John	Ross		M	1767.0	1833.0	Country house	Granton Lodge	Now Grade B listed, built c. 1830. John Ross stated in his deed of settlement that he had borrowed £600 for the building and fitting out the house.	Great Western Road, Aberdeen	Aberdeenshire				
2146660219	Hugh	Rose		M	1767.0	1846.0	Village	Arabella	The village of Arabella was apparently named by Rose Ross after his first wife Arabella nee Phipps.	Arabella, Ross and Cromarty	Ross & Cromarty				
16182	George	Clarke		M	1768.0	1835.0	Country house	Hyde Hall		Cooperstown, New York, USA			1817.0	http://www.hydehall.org/	
45931	George	Sandby	Rev.	M	1769.0	1852.0	Country house	Denton Lodge	"C18th house.

Since 1951, Grade II listed building. See English Heritage listing at:

<a href=""http://list.english-heritage.org.uk/resultsingle.aspx?uid=1049569"">http://list.english-heritage.org.uk/resultsingle.aspx?uid=1049569</a>"	Denton	Norfolk				
10812	Catherine	Anderson		F	1769.0	1856.0	Public building	Hawick Museum	Wilton Lodge was purchased in 1805 by James Anderson, an East India man, around the time of his marriage to Catherine Grant. The house was subsequently expanded by the couple's daughter and her husband, and now houses the Hawick Museum and the Scott Art Gallery.	Hawick	Roxburghshire			http://www.britishlistedbuildings.co.uk/200379027-hawick-museum-hawick	Council
777	Henry Samuel	Eyre		M	1770.0	1851.0	Urban Development	St John's Wood Estate, London	The development of St John's Wood was undertaken in conjunction with H.S. Eyre's brother Walpole Eyre II. The first steps were taken between 1805-1820, based on a master plan of 1794.		Middlesex				
2146638595	Henry	Davidson		M	1771.0	1827.0	Monument	Memorial to Henry Davidson	"Marble monument by John Ternouth in All Saints Church, Marketplace Kingston-upon-Thames, including an urn inscribed for his wife. His own inscription reads: ""Hic jacet in expectatione diei supremi Henricus Davidson, ob. vii Jan. 1827, aet. 56. Qualis erat iste dies indicabit"" (""Here lies in expectation of the Last Day Henry Davidson, who died on 7 January 1827, aged 56. What sort of man he was, that Day will show"")."	Kingston-upon-Thames	Surrey			http://www.victorianweb.org/sculpture/ternouth/1.html	Church of England
24526	Colthurst	Bateman		M	1771.0	1859.0		Bertholey House		Usk	Monmouthshire		1830.0	#http://www.coflein.gov.uk/pdf/CPG262/#	
2146644189	James	Wilson		M	1772.0	1830.0	Church	St Hilda	Gothic revival church, built in 1823 by James Wilson of Sneaton Castle	Sneaton Castle, Whitby	Yorkshire		1823.0	http://www.british-history.ac.uk/vch/yorks/north/vol2/pp532-534	
2146645829	Charles	Stirling		M	1772.0	1830.0	Country house	Kenmure	"Charles Stirling, like his father and grandfather, was a West India merchant, and a partner in the great house of Somervell, Gordon & Co., of Glasgow, in the management of which he took an active part. In 1806 he purchased the lands of Kenmure, and built thereon, from the plans of the well known David Hamilton, what now forms the greater part of the present mansion. He resided there till 1816, when he sold the estate for £40,000 to his elder brother Archibald, afterwards of Keir. He obtained a life rent of Cadder, and resided there till his death in 1830.'

Old country houses of the old Glasgow gentry LXIII Kenmure"	Barony parish, Glasgow	Lanarkshire		1806.0	http://gdl.cdlr.strath.ac.uk/smihou/smihou063.htm	
2146644189	James	Wilson		M	1772.0	1830.0	Country house	Sneaton House	Castellated manor house built by James Wilson at Sneaton Manor, which he had bought in 1820.	Whitby	Yorkshire			http://www.sneatoncastle.co.uk/	Private - hotel
2146639583	Alexander	Brodie	Rev. Dr	M	1773.0	1828.0	School	Brodie Hall	Grade II listed hall (opened 1856), attached to Christ Church, was originally one of several schools established by the children of Rev. Dr Alexander Brodie in Eastbourne.	Christ Church, Seaside, Eastbourne	Sussex		1856.0	http://www.historyofwomen.org/brodie.html	Church of England
10483	George	Cornewall	Sir	M	1774.0	1835.0	Gardens	Moccas Court	Sir George Cornewall commissioned Repton to landscape the Moccas Court estate c. 1793. Gazetteer compiled with John Phibbs’ in Stephen Daniels, Humphry Repton, Landscape Gardening and the Geography of Georgian England (London: Yale University Press 1999) pp. 255-269	Moccas Court	Herefordshire				
25788	John	Snell		M	1774.0	1847.0	School	St James School Edmonton	National School attached to St James Edmonton church. John Snell left one acre for the building of the school in his will of 1847. The school opened in 1851.	Edmonton	Middlesex			http://www.stjohnandjames.enfield.sch.uk/wp-content/uploads/2012/03/History-of-School-160-Years-presentation-13-11.pdf	Council?
40888	Robert	Hesketh	Rev.	M	1774.0	1837.0	Tomb or Grave	Plaque for the Hesketh Family	"Memorial in St Martin's Churchyard in Epsom:

'Beneath this Stone are buried the Bodies of the Revd. ROBERT CUTHBERT HESKETH M.A.
who died on the 11th day of February 1837 In the 61st Year of his Age.

And of EMMA his Wife who died on the 17th Day of February 1847 In the 62nd Year of Her Age.
In the hope of the Resurrection of the Dead Through Jesus Christ

Near this Stone is buried the Body of GEORGE FREDERICK their Son 
who Died on the 11th day of January 1813 in the 3rd Year of his Age.
My flesh also shall rest in Hope. Psalm XVL 10.'"	St Martin's Church, Epsom	Surrey			http://www.epsomandewellhistoryexplorer.org.uk/RichmondHouse.html	
12672	William Windham	Dalling	Sir	M	1775.0	1864.0	Country house	Earsham Hall	Queen Anne country house	Bungay	Suffolk			#http://www.bbc.co.uk/norfolk/content/articles/207/03/01/norfolk_abolition_earsham_hall_feature.shtml#	Private owners
1234	Henry Moreton	Dyer		M	1775.0	1841.0	Plaque	St Marylebone Parish Church		Marylebone (New) Road, Marylebone					
1301318774	John	Gordon		M	1776.0	1858.0	Castle	Cluny Castle			Aberdeenshire			https://www.clunycastle.com/	Gordon family
24524	William	Hervey		M	1777.0	1863.0	Country house	Bradwell Grove, Broadwell, Oxfordshire	Bradwell Grove, Grade II Gothic country house designed by William Atkinson and built 1804-1810 by Richard Pace of Lechlade for William Hervey, incorporating part of the 18th wing of an earlier Jacobean house. Since 1970 the centre of the Cotswold Wildlife Park	Broadwell, near Burford	Oxfordshire			https://historicengland.org.uk/listing/the-list/list-entry/1199047	
1329477558	James	Willasey		M	1777.0	1824.0	Country house	Allerton Hall	Grade II* house probably built for the Liverpool 'West India merchant' [in fact slave-trader] and MP John Hardman who bought the estate in 1736 with his brother James. Bought by James Willasey in 1816 from the abolitionist William Roscoe and sold by the Willasey family in 1824.	Childwall, Liverpool	Lancashire			https://historicengland.org.uk/listing/the-list/list-entry/1063751	Council
15197	Andrew Donaldson	Campbell		M	1777.0	1854.0	Estate	Ashcraig	House and garden at Ashcraig, Skelmorlie, Ayrshire, built by Andrew Donaldson Campbell	Ashcraig	Ayrshire		1825.0		
6620	Samuel Hall	Lord		M	1778.0	1844.0	Country house	Long Bay Castle	"Built by enslaved owned by Samuel Lord between 1817 and 1820 at a cost of between £20,000 and £30,000.  According to Schomburgk, ""The parish of St. Philip contains one of the finest mansions in the West Indies, known by the name of Long Bay Castle : its architecture is of a peculiar style, but the interior is very tasteful. It is out of its place in that part of the island, and resembles an oasis in the desert."" Sir Robert H. Schomburgk, The History of Barbados (1848), p. 219."	Long Bay estate, St Philip, Barbados					
25598	Wastel	Brisco	Sir	M	1778.0	1862.0	Country house	Orton Park (originally Hylton Castle)	Orton Park, originally Hylton Castle, built in the 1830s by Sir Wastel Brisco for his son Hylton. Mid 19th additions. Grade II; at on point, a County Council Home, but sold c. 2011.	Orton Park, Carlisle	Cumberland			https://historicengland.org.uk/listing/the-list/list-entry/1335673	
22042	Barnaby	Maddan		M	1779.0	1861.0	Church	St John's Church		Egremont, Liscard	Lancashire, Merseyside		1832.0		
2146650127	John Hooper	Holder		M	1779.0	1856.0	Country house	Cerney House	Cerney House, Cirencester, purchased by John Hooper Holder by 1807 and sold by him to William Croome in 1814 [the house's own site shows the Croomes as owners from 1810].	Cirencester	Gloucestershire			https://www.british-history.ac.uk/vch/glos/vol7/pp150-162	
22042	Barnaby	Maddan		M	1779.0	1861.0	Country house	Liscard Hall	Country house on Merseyside, built c. 1835, demolished c. 2008	Wallasey	Lancashire, Merseyside		1835.0		
2146650127	John Hooper	Holder		M	1779.0	1856.0	Country house	Stanton Lacy House, later Fishmore Hall	Stanton or Staunton Lacy House, of which reportedly the major builder was John Hooper Holder c. 1820. To date no confirmation of this has been found.	Ludlow	Shropshire			https://en.wikipedia.org/wiki/Fishmore_Hall_Hotel	Private - hotel
43950	George Stanley	Cary		M	1780.0	1858.0	Country house	Follaton House	Neo-classical country house	Totnes	Devon		1826.0	#http://www.southhams.gov.uk/s_hams_wint_06_web.pdf#	Council
24517	Andrew	Arcedeckne		M	1780.0	1849.0	Country house	Glevering Hall	"Mansion built 1786-94 by John White the elder, for Chaloner Arcedeckne; enlarged 1834-5 for Andrew Arcedeckne by Decimus Burton.

The Orangery at Glevering Hall was designed by Decimus Burton and built in 1836."	Hacheston	Suffolk				
2146644343	John	Spottiswoode		M	1780.0	1866.0	Country house	Spottiswoode House	Jacobethan house modifications by William Burn 1832-1833, renovations and new SW wing	Westruther, Gordon				"=""http://www.academia.edu/11934448/The_Scottish_Tudor_Revival"	
24952	John Hosken	Harper		M	1781.0	1865.0	Country house	Davenham Hall	Country house at Davenham Cheshire, built late 18thC and apparently either rebuilt or very significantly extended by John Hosken Harper c. 1822	Davenham	Cheshire			http://landedfamilies.blogspot.co.uk/2013/12/98-allen-of-davenham-hall.html	
41347	Humphrey Fleming	Senhouse	Sir	M	1781.0	1841.0	Country house	Seascale (Steelfield Hall)	https://historicengland.org.uk/listing/the-list/list-entry/1086660	near Gosforth	Cumberland				
8315	Donald Charles	Cameron		M	1781.0	1848.0	Estate	Foxhall Lodge	"'Donald Charles Cameron, trustee of the Edinburgh-Linlithgow Turnpike Roads, was proprietor from 1826. He may have been responsible for the building of the stables and estate cottages.' <a href=""http://portal.historicenvironment.scot/designation/LB27051"">http://portal.historicenvironment.scot/designation/LB27051</a> [accessed 21/06/2018]."	Kirkliston Linlithgow West Lothian				http://portal.historicenvironment.scot/designation/LB27051	
24952	John Hosken	Harper		M	1781.0	1865.0	Public memorial	Fountain	Late 19thC Grade II Fountain at Davenham Cheshire inscribed 'In memory of John Hosken Harper of Davenham Hall' with a biblical quotation  	Davenham	Cheshire			http://www.britishlistedbuildings.co.uk/en-57309-fountain-davenham	Council
16235	Martin	Williams		M	1782.0	1856.0	Country house	Bryngwyn Hall, Powys, Wales	The house was built for the Mostyn Owen family to designs by Robert Mylne in 1773-74 and was extended in 1813 by Thomas Jones for Martin Williams.					http://www.countrylifeimages.co.uk/Image.aspx?id=5e36fba0-88af-41db-b938-e6dbf11c9ac4&amp;rd=2%7C%20pediment%7C%7C1%7C20%7C213%7C150	Private owners
2146644193	William	Newton		M	1782.0	1862.0	Country house	Elveden (previously Elverdon) Hall	Georgian house that forms the centre of the current house.	Elverden, Thetford	Suffolk			http://www.westsuffolk.gov.uk/planning/Conservation/upload/ElvedenCAADraft2.pdf	Private owners
1320236682	Anthony Gilbert	Storer		M	1782.0	1818.0	Country house	Purley Park			Berkshire	�20000	1800.0		
2146653771	John	Whyte		M	1782.0	1862.0	Urban Development	Hippodrome Racecourse	The John Whyte who developed the Hippodrome Racecourse in Notting Hill between 1834 and 1837 has been associated in secondary literature with the John Whyte of the compensation records by Mollie Gillen in The Prince and his Lady (Halifax, Nova Scotia, 1970), p.269. This has not been verified by LBS.	Notting Hill	Middlesex		1834.0		
27797	William Robert Keith	Douglas		M	1783.0	1859.0	Country house	Grangemuir House	Grangemuir House, early 19thC house purchased by Walter Irvine and inherited by his daughter Elizabeth, the wife of William Robert Keith Douglas, in 1824. The Douglas's modified the house c. 1830. The estate is now a chalet park.	Grangemuir	Fife			http://www.grangemuirchaletpark.co.uk/grangemuir-history	Private owners
299	Clement Tudway	Swanston		M	1783.0	1863.0	Public memorial	Marble bust of Clement Tudway Swanston by Evan Thomas 1856		Lincoln's Inn Drawing Room	London				
12241	Emanuel	Lousada		M	1783.0	1854.0	Town house	Cliff House		Sidmouth	Devon		1820.0	www.parksandgardens.ac.uk/component/option,com_parksandgardens/task,site/id,4987/Itemid,292/#http://www.parksandgardens.ac.uk/component/option,com_parksandgardens/task,site/id,4987/Itemid,292/#	Council
16176	Charles	Gordon		M	1784.0	1839.0	Country house	Newtimber Place	Sussex moated house in flint and brick, originally built 16thC, with Georgian remodelling. Purchased by Charles Gordon reportedly in 1832 (although the will of his father made in 1825 shows that his father had lent him money 'on account of Newtimber' earlier). In the Gordon family until 1909.	Newtimber	Sussex			http://www.newtimberplace.co.uk/	Private owners
2146652687	John Barnard	Hankey		M	1784.0	1868.0	Estate	Fetcham Park	John Barnard Hankey bought back the manor to restore Fetcham Park (which his father Thomas Had bought in 1792) as a manor house. He also undertook some building work under Thomas Cubitt in 1837. His grandson, also John Barnard Hankey, completely remodelled the house using Edward l'Anson after he inherited the house c. 1875.	Fetcham	Surrey			http://www.fetchampark.co.uk/wp-content/uploads/2013/11/Fetcham-Park-A-Short-History1.pdf	
41620	Mungo Nutter	Campbell		M	1785.0	1862.0	Country house	Ballimore House	Country house designed by David Hamilton for Mungo Nutter Campbell c. 1832.	Argyll				http://portal.historicenvironment.scot/designation/GDL00041	
41620	Mungo Nutter	Campbell		M	1785.0	1862.0	Obelisk	18thC Sundial at Ormidale House	"18thC sundial inscribed with 'MNC 1830' for Mungo Nutter Campbell. 'This sundial stands on a grassy terrace at the S angle of the sunken garden of Ormidale House, a small mansion of early 18th-century date which was largely rebuilt in the late 19th century (see Introduction). It was brought to Ormidale in 1897 from Ballimore House, formerly known as Otter, near Otter Ferry. For most of the 18th century the estates of Otter and Ormidale were owned by the same Campbell family, who retained Ormidale until the present century (1*).
The dial is of obelisk type and measures 2.8m in height, including a 0.23m ball-finial and a plinth 0.57m high. Both of the latter are probably of modern origin, although the plinth bears the initials M / IC / IC, presumably for the Revd Mr John Campbell of Otter, minister of Kilmodan from 1699 to 1723, who purchased Ormidale in 1728 (2). The monolithic shaft, which is 0.25m square with slightly chamfered angles, is divided into five panels with the usual series of sunken circles, hearts, saltires and geometrical patterns into most of which gnomons are fixed. One face of the third panel from the foot bears the initials MC above a gyronny rectangle, probably for Margaret Campbell, first wife of John Campbell and a member of the Ardkinglas family (3). On the panel below is the date 1719, and the added initials and date MNC / 1830, for Mungo Nutter Campbell of Ballimore (see No. 120). The faceted central block has recessed circles and triangles and many incised dials, while similar dials, now much worn, are incised on the obelisk. The ball-finial, which carries a metal wind-vane, is probably of modern origin, so that the original height of the sundial was a little more than 2m. A bronze plate attached to the plinth records its history.
RCAHMS 1992, visited June 1988'"	Ormidale House	Argyll			https://canmore.org.uk/site/156736/ormidale-house-sundial	
2146630293	John	Innes		M	1786.0	1869.0	Urban Development	Merton Park	South London garden suburb, developed by John Innes junior and H.G. Quartermain from the early 1870s until 1904.		Surrey				
28824	William	Smith		M	1787.0	1871.0	Country house	Carbeth Guthire	"Estate in Strathblane, Stirlingshire, built by John Guthrie (q.v.) c. 1810 and with significant additions by William Smith c. 1835. 'William Smith was the second son of the late Archibald Smith of Jordanhill, and grandson of James Smith of Craigend in this parish. He was formerly a West India merchant in Glasgow, and in his day one of its most prominent and popular citizens. He was Dean of Guild in 1821, and Lord Provost in 1822.....He altered the name of the property from ""Carbeth"" to ""Carbeth Guthrie,"" and in 1835 made a considerable addition to the house from plans furnished by the late John Baird, architect, Glasgow.'"	Strathblane	Stirlingshire			http://gdl.cdlr.strath.ac.uk/smihou/smihou018.htm	
13564	William	Burge		M	1787.0	1849.0	Church	Temple Church	"Restored in the 1840s under the direction of William Burge.

The Temple Church in London: History, Architecture, Art edited by Robin Griffith-Jones, David Park (2010) p. 205."	Temple, London	Middlesex				
21376	Samuel Barrett Moulton	Barrett		M	1787.0	1837.0	Country house	Coach House, Carlton Hall, Richmond, Yorkshire	'Coach-house and stables, now farm buildings and cottage. Probably early C19, for S B Moulton Barrett Esq, reusing some C18 fragments.'. The same source, referencing White's 1840 directory, suggests Samuel Barrett Moulton Barrett built Carlton Hall itself, but that does not appear supported either by White's 1840 directory, which in fact shows (p. 661) S.B. Moulton Barrett building a school nearby, or by any other sources.	Richmond	Yorkshire			https://www.britishlistedbuildings.co.uk/101316957-former-coachhouse-approximately-one-hundred-and-fifty-metres-to-west-of-carlton-hall-stanwick-st-john	
18594	Thomas	Wildman	Lieut.-Col.	M	1787.0	1859.0	Estate	Newstead Abbey	Purchased by Thomas Wildman reportedly from Lord Byron in 1818 and extensively restored by Wildman.		Nottinghamshire	�94,500		http://www.newsteadabbey.org.uk	Council
13564	William	Burge		M	1787.0	1849.0	Window	Arms of William Burge	"The arms of William Burge are set in a window in the ante-chapel at Wadham Colllege, Oxford.

The Temple Church in London: History, Architecture, Art, edited by Robin Griffith-Jones, David Park (2010), p. 205."	Wadham College	Oxfordshire				
21727	Luke Thomas	Crossley		M	1788.0	1857.0	Country house	Olive Mount	Georgian mansion.	Wavertree, Liverpool	Lancashire			#http:/www.dhwav.btinternet.co.uk/page65.html#	Council?
16372	James Beckford	Wildman		M	1788.0	1867.0	Estate	Chilham Castle			Kent				Private owners
6914	Charles	McGarel		M	1788.0	1876.0	Estate	Magheramorne		Larne					
25397	William Milliken	Napier	Sir	M	1788.0	1852.0	Estate	Milliken House	House and estate in Renfrewshire. Sir William Milliken Napier rebuilt the house 1826 or 1836 after a fire in 1801 destroyed the original house built by his great great grandfather James Milliken I c. 1733.	nr. Kilbarchan	Renfrewshire		1826.0	http://freepages.genealogy.rootsweb.ancestry.com/~alanmilliken/Milliken%20House.html	
6914	Charles	McGarel		M	1788.0	1876.0	Public building	McGarel Buildings	Alms Houses	Larne	County Antrim NI			http://larne.irishgenealogy.net/larne18888_2.html	
6914	Charles	McGarel		M	1788.0	1876.0	Public building	McGarel Cemetery		Larne	County Antrim NI	�800			Council?
6914	Charles	McGarel		M	1788.0	1876.0	Public building	McGarel Town Hall		Larne		�5-6,000	1869.0		Trustees
6914	Charles	McGarel		M	1788.0	1876.0	Public memorial	Plaque, McGarel Town Hall		Larne	County Antrim		2004.0	http://www.larnetimes.co.uk/news-report/Plaque-commemorates-benefactor-Charles-McGarel.1169121.jp	
2146646371	Alexander	Ferrier		M	1789.0	1848.0	Country house	Bloomhill	Country house in Cardross, built c. 1838 by Alexander Ferrier but now with late 19thC additions. Described in the New Statistical Account of Scotland (1845) as 'perhaps the most beautiful villa on the Clyde.'	Carman Road, Cardross, Argyll and Bute			1838.0	http://www.britishlistedbuildings.co.uk/sc-42904-cardross-carman-road-bloomhill-with-lodge#.VwTTVvtwZdg	Private owners
43883	James Hughes	Anderdon		M	1790.0	1879.0	Country house	Henlade House		Lower Henlade	Somerset				The Mount Somerset Hotel
2146638853	James Robert	Scott		M	1790.0	1833.0	Country house	Thirlestaine House		Cheltenham	Gloucestershire		1823.0		
44929	George Henry	Dashwood	Sir	M	1790.0	1862.0	Country house	West Wycombe Park	"""The lavishly decorated Palladian villa and exquisite, tranquil landscape garden - featuring temples, lake and streams - were created by the infamous 2nd Baronet, Sir Francis Dashwood, founder of the Dilettanti Society and Hellfire Club. It is still home to the Dashwood family today."" Owned by the National Trust.
<a href=""http://www.nationaltrust.org.uk/west-wycombe-park-and-village/"">http://www.nationaltrust.org.uk/west-wycombe-park-and-village</a> (from which the photo is taken).

For description and images of both the exterior and interior go to:

<a href=""http://www.west-wycombe-estate.co.uk/mansion.htm"">http://www.west-wycombe-estate.co.uk/mansion.htm</a>

 
For images of the estate see also:

<a href=""http://www.petergoodearl.plus.com/laceygreen/days/west_wycombe/index.htm"">http://www.petergoodearl.plus.com/laceygreen/days/west_wycombe/index.htm</a>

[Part of the Lacey Green Walks website:

<a href=""http://www.petergoodearl.plus.com/laceygreen/"">http://www.petergoodearl.plus.com/laceygreen/</a>]"	West Wycombe	Buckinghamshire			http://www.nationaltrust.org.uk/west-wycombe-park/	National Trust
1674136764	John Ivatt	Briscoe		M	1791.0	1870.0	Country house	Fox Hills House	"Botleys Mansion, an 18th century Palladian mansion in Botley Park, was owned by Briscoe's father-in-law Sir Joseph Mawbey but the estate was broken up following his death in 1817. Botleys Mansion still stands: see <a href=""http://www.botleys-mansion.co.uk/"">http://www.botleys-mansion.co.uk/</a> [accessed 25/06/2013]. Briscoe bought part of the estate in 1822.

Foxhills, Victorian classicist country (manor) house, was built on the estate by John Ivatt Briscoe around 1840 and is currently a hotel and spa, see <a href=""http://www.foxhills.co.uk/about-us/our-history.aspx?css=1"">http://www.foxhills.co.uk/about-us/our-history.aspx?css=1</a> [accessed 25/06/2013]. Botley's Park Hospital was built on the estate in the 1930s, see <a href=""http://ezitis.myzen.co.uk/botleyspark.html"">http://ezitis.myzen.co.uk/botleyspark.html</a> [accessed 25/06/2013].

We are grateful to Tom David for his assistance in compiling this entry."	Chertsey	Surrey			#http://www.exploringsurreyspast.org.uk/GetRecord/SHCOL_4441#	
1222646969	Thomas Nash	Kemble		M	1791.0	1833.0	Country house	Gobions			Hertfordshire			http://www.brookmans.com/environment/gobions/ch1.shtml	
2146644615	William	Rutson		M	1791.0	1867.0	Country house	Nunnington Hall			Yorkshire	�152388			National Trust
1674136764	John Ivatt	Briscoe		M	1791.0	1870.0	Country house	Radnor House	A gabled stucco house originally of two storeys, six bays wide with the windows arranged in pairs. The house extended c 1745 and remodelled in the Italianate style by Henry Kendall in 1846/7. The house was totally destroyed by a bomb in September 1940.	Strawberry Hill	Surrey			#http://twickenham-museum.org.uk/detail.asp?q=radnor+house&imageField.x=13&imageField.y=13&ContentID=169#	
